id,name,neighbourhood,room_type,price,minimum_nights,number_of_reviews,availability_365,description,accommodates,bedrooms,review_scores_rating
18718406,Minimum 30 days Studio by Dolores Park,Castro/Upper Market,Entire home/apt,231,30,3,134,"Minimum stay 30 nights required! Great location! Walk Score 94. Between the Castro & Valencia Corridor and the Mission. Steps to Dolores Park, Church J-Muni line (to Downtown). Next door to a great smoothie bar and brewery on the corner. Near Tartine Bakery, Bi-Rite Creamery & Grocery.",2,1.0,3.67
18735080,Huge one bedroom.,Russian Hill,Entire home/apt,477,30,0,179,"Huge apartment with many amenities. Edwardian. All hardwood. Air cleaners. All cotton linens. Great kitchen. Vitamix, juicer, fully equipped! Small garage. Older 1920s apartment, will be clean but chipped paint, not perfect. New grandparent so toys are now on the side of bedroom and dining room. can move to bedroom.",2,1.0,
18738360,Stylish Living Overlooking Golden Gate Park,Outer Sunset,Entire home/apt,223,30,32,119,"Welcome to the beautiful San Francisco! If you want to travel in style in our stylish city you don’t need to look any further. We offer a fully renovated two-bedrooms, one-bathroom apartment with a full kitchen, jet bathtub and windows looking onto Golden Gate Park. We are located just a half block from a bus stop and 2 blocks from a major Muni line, the ""N"". You will be staying in one of the most secure and quiet areas of the city.",5,2.0,4.91
18739271,Artist Atelier | 911 Mbps | Parking/BART | DT 8min,Outer Mission,Entire home/apt,249,5,25,0,"I'm renting out my room while I am traveling to Australia for a few weeks. It's a private room with queen bed. There may be other Airbnb guests downstairs in the house but it is a separate unit with separate entrance. ☞ Walk Score 84 (Walk to cafes, dining, shopping etc.) ☞ Fully equipped + stocked kitchen ☞ 43” Curved smart TV ☞ Onsite washer + dryer ☞ Memory foam mattress w/heated mattress pad ☞ 911 Mbps wifi down/upload 8 mins → downtown (cafes, nightlife, shops) 12 mins → SFO Airport ✈",2,1.0,4.92
18753198,Stunning Modern Noe Valley Home,Noe Valley,Entire home/apt,626,4,76,10,"Wake up in a bright bedroom and admire a postcard view of hillside houses from the window. This colorful, art-filled home is made for entertaining. Cook in a chef's kitchen, serve dinner at a formal table, and lounge on chenille and velvet couches with a glass of wine. New Listing! See our numerous 5-star reviews for the sister property, click on co-host below or search for Noe Valley Luxury Modern. Recently nominated for an AIA award, our Noe Valley Luxury Modern Family home has been featured in San Francisco Magazine for its inspired reworking of a Victorian cottage to transform the tiny str",6,4.0,5.0
18757990,NEW High-End Pacific Heights Private Suite,Pacific Heights,Entire home/apt,554,1,516,340,"Newly renovated, upscale in-law unit with private entry, queen bed, spa-like steam shower, TV, high-speed wifi, desk, mini-fridge, Nespresso machine. Safe neighborhood near Lyon St. steps, Marina, Presidio. Walk to restaurants, shops, easy city commute. Twin air mattress available.",3,1.0,4.95
18778187,Nice apartment 3 blocks from Golden Gate Park,Outer Richmond,Entire home/apt,269,31,13,349,"This nicely furnished unit sleeps up to 6 people. Minutes away from historic sightseeing, restaurants, shopping, nightlife, and nature this apartment offers a unique combination of convenience and privacy. The family kept, it features a fully equipped kitchen, 3 flat-screen LCD HDTV's, nice furnishing, high-end memory foam mattresses, workstation, and wireless Internet.",6,2.0,4.62
18794629,"Red Victorian - Private room for 4, Friends Room",Haight Ashbury,Private room,219,1,60,0,"""Friends"" is a private bedroom for up to 4 people, located in the historic Red Victorian, near Haight-Ashbury. The Red Victorian is an experimental community run hotel that offers unique guest experiences. While here, we invite you to attend events: lectures & talks, skill shares, music nights, art shows and more! Near Golden Gate Park and Twin Peaks, this central location also offers easy direct lines to both downtown and the beach.",4,1.0,4.8
18810290,Stroll to Golden Gate Park from a Chic Guest Suite,Inner Sunset,Entire home/apt,344,5,176,69,"Welcome to your private 800 sq. ft. urban retreat, thoughtfully remodeled in March 2017. This stylish and comfortable space offers modern amenities and a prime location in the heart of the city. Please note: the property is on a busy street and adjacent to an electric vehicle station and right off a major freeway. Guests sensitive to noise may wish to consider this before booking.",2,1.0,4.93
18810325,Beach Studio Fast Wifi Street Parking W/D,Outer Sunset,Entire home/apt,269,3,204,53,"Beach Studio Getaway Entire guest renovated suite with private entrance. A 2-minute walk to beach. Short walk to N-Judah Street Car, Number 18 bus, cafes, and restaurants, and short 3 blocks to the famous Golden Gate Park. We use run a HEPA air purifier and ALL linens are washed in hot water. There’s also a Dyson air/heat/purifier. One block to beach, N-Judah, shops, & restaurants. One block away is San Francisco’s newest park “Sunset Dunes”",2,1.0,4.89
18828466,Real SF: renovated gem,Bayview,Entire home/apt,242,30,4,0,"Period home is infused with modern amenities and San Francisco flair! Friendly hosts just around the corner ready to orient, advise to make your stay amazing. Very close to highways 101 and 280- a quick journey to Silicon Valley and all San Francisco has to offer. Well-appointed and designed, amenities include: dishwasher, microwave, Nespresso and drip coffee maker, gas range, fully equipped kitchen, laundry, available cleaning service, quiet location, art from awarded local photographer.",6,3.0,5.0
18848430,Charming Potrero Hill Home,Potrero Hill,Entire home/apt,589,3,26,242,"Spend your time in a classic San Francisco home in the warm and sunny part of SF. Located in Potrero Hill, our home offers bright rooms and an amazing view of Twin Peaks and the Mission District. Come enjoy the City from this centrally-located home!",6,2.0,5.0
18851429,Modern Luxury 3BR Condo in Pacific Heights,Pacific Heights,Entire home/apt,826,30,43,215,"Modern updated luxury San Francisco condo perfect for your family or group stay in San Francisco. This is perfect for families relocating, extended vacations, or for temporary housing during renovations. Close walking distance to Union St (one block), Lombard St, Chestnut St, Polk St (3 blocks), and Fillmore St (walk score 98). Easy access to SF attractions, public transportation, downtown, and freeways. For extra, parking for one car and a small non-shedding quiet dog may be possible.",6,3.0,4.91
18853563,Nob Hill Jewel Box,Chinatown,Entire home/apt,197,30,29,127,"Extremely charming studio apartment in the ultimate location. 1/4 Block to the Fairmont Hotel, 1 Block to The Mark Hopkins, 3 Blocks to the Ritz Carlton, 5 Blocks to Union Square, 1 Block to China Town, 6 Blocks to North Beach (little Italy). Nestled near the top of SF's Nob Hill, the small Studio is like an episode right out of small spaces and it packs a big punch and bang for the price. Features queen Size bed, 50"" Flat Screen TV, kitchen fully equipped and gorgeous bathroom.",2,1.0,5.0
18856637,Lovely Room near Golden Gate Park,Outer Sunset,Private room,87,30,45,62,"San Francisco can be very expensive, and I want to open up my home so you can enjoy a visit without severely impacting your budget. Conveniently 2 blocks away from Golden Gate Park, the place is also 20 minutes away from Union Square downtown. During your stay, you'll have local access to all kinds of good eats, grocery stores, and basic needs. I'm a born, raised, and current resident of San Francisco. This city is like my backyard, and I hope you will love SF as much as I do.",1,3.0,4.67
18856887,Central SOMA apt with access to sunny roof deck,South of Market,Entire home/apt,406,30,27,338,"Private 1-bedroom apartment with roof access in the center of the SOMA neighborhood. There is lots of fun stuff to do nearby but be aware that the neighborhood is very urban, which means the presence of noise and the homeless. No washer/dryer access but there is a laundromat in the area and an on demand wash-and-fold service called Rinse. Dogs must be 1 year old or older.",2,1.0,4.96
18873809,Clean & Private Family Guest Suite near the Beach,Parkside,Entire home/apt,347,3,176,35,"Unwind on the private patio & experience the ocean view or enjoy your family & friends around the table in the cozy living room. Near the beach & tourist attractions, this private & comfortable guest suite features an apartment-sized kitchen, a full bath & family friendly amenities.",4,2.0,4.97
18874472,Room inside of house,Outer Sunset,Private room,103,1,258,270,"A large room inside residential house in Sunset. Public transportations one block away. Safe neighborhood. Walking distance to Golden Gate park, Japanese tea garden. Only 20 minutes muni ride to Golden Gate Bridge and 5 miles away to Fishman's wharf. Twin Peaks just 10 minutes away.",2,1.0,4.86
18874655,Spacious and Charming Russian Hill 1 Bedroom,Russian Hill,Entire home/apt,448,30,2,247,"#131 A residential neighborhood with pockets of charming restaurants and shops, sunny Russian Hill has spectacular views looking out over Golden Gate Bridge, Alcatraz and the Bay Bridge. Lombard Street, the ""world's crookedest street,"" winds through the area, and the Spanish-style San Francisco Art Institute with its distinctive bell tower is located down the hill towards North Beach.",2,1.0,5.0
18916029,"Stylish Apartment, Spectacular Outside Living Room",Bernal Heights,Entire home/apt,381,2,184,298,"Recently covered as one of the coolest airbnbs in SF (check out the blonde abroad / coolest airbnbs in SF) & awarded Airbnb Plus designation for exceptional design. Exposed brick walls, original art & an outstanding outdoors living space with separate inside-&-out seating areas, exclusive to you. (we may occasionally need to garden & will check with you first). The private guest quarters have a private entrance & are attached to the main home.",2,1.0,4.93
